"JAR",907175,"urogenital_system","urogenital_system_other"
"JHU-011",1240161,"aero_dig_tract","head and neck"
"IGROV-1",905968,"urogenital_system","ovary"
"SBC-3",753610,"lung_SCLC","lung_small_cell_carcinoma"
"SUP-B8",910209,"leukemia","B_cell_leukemia"
"SK-MEL-3",909724,"skin","melanoma"
"IM-9",753563,"myeloma","myeloma"
"KYSE-50",1298222,"aero_dig_tract","oesophagus"
"HDQ-P1",1290922,"breast","breast"
"IST-SL2",753565,"lung_SCLC","lung_small_cell_carcinoma"
"IMR-5",907170,"neuroblastoma","neuroblastoma"
"JEKO-1",1327765,"lymphoma","B_cell_lymphoma"
"JHU-022",1240162,"aero_dig_tract","head and neck"
"EVSA-T",906862,"breast","breast"
"EBC-1",753554,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"ASH-3",1290722,"thyroid","thyroid"
"CaR-1",924108,"large_intestine","large_intestine"
"CP66-MEL",753546,"skin","melanoma"
"D-392MG",946370,"nervous_system","glioma"
"EW-16",949165,"bone","ewings_sarcoma"
"HL-60",905938,"leukemia","acute_myeloid_leukaemia"
"HCC1937",749714,"breast","breast"
"HEL",907053,"leukemia","acute_myeloid_leukaemia"
"HCC202",1290906,"breast","breast"
"HCC1500",1303900,"breast","breast"
"ES7",684059,"bone","ewings_sarcoma"
"AMO-1",1295741,"myeloma","haematopoietic_neoplasm other"
"A2780",906804,"urogenital_system","ovary"
"DEL",906836,"lymphoma","lymphoid_neoplasm other"
"ECC10",906848,"digestive_system","stomach"
"EW-13",949166,"bone","ewings_sarcoma"
"HSC-3",907061,"aero_dig_tract","head and neck"
"HuO9",907072,"bone","osteosarcoma"
"HPAC",1298136,"pancreas","pancreas"
"Hs633T",1240149,"soft_tissue","fibrosarcoma"
"HCC2998",905971,"large_intestine","large_intestine"
"EFO-21",911905,"urogenital_system","ovary"
"451Lu",1287706,"skin","melanoma"
"BB30-HNC",753531,"aero_dig_tract","head and neck"
"CL-11",1290769,"large_intestine","large_intestine"
"D-336MG",946369,"nervous_system","glioma"
"ECC12",906849,"digestive_system","stomach"
"EKVX",905970,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HuP-T3",907285,"pancreas","pancreas"
"HEC-1",907051,"urogenital_system","endometrium"
"HGC-27",907055,"digestive_system","stomach"
"H9",907043,"lymphoma","lymphoid_neoplasm other"
"HCC-56",1290907,"large_intestine","large_intestine"
"EW-18",949164,"bone","ewings_sarcoma"
"A427",910851,"lung_NSCLC","lung_NSCLC_not specified"
"BB49-HNC",753532,"aero_dig_tract","head and neck"
"CCK-81",1240123,"large_intestine","large_intestine"
"D-247MG",946367,"nervous_system","glioma"
"ES5",684057,"bone","ewings_sarcoma"
"EoL-1-cell",906856,"leukemia","haematopoietic_neoplasm other"
"HO-1-N-1",924111,"aero_dig_tract","head and neck"
"HCC-44",1240145,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HTC-C3",924151,"thyroid","thyroid"
"HCC-78",1290908,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HCC-15",1240143,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"EB-3",906847,"lymphoma","Burkitt_lymphoma"
"A498",905948,"kidney","kidney"
"BB65-RCC",753533,"kidney","kidney"
"CCRF-CEM",905952,"leukemia","lymphoblastic_leukemia"
"D-542MG",753549,"nervous_system","glioma"
"EW-3",949161,"bone","ewings_sarcoma"
"EMC-BAC-2",1503370,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HuCCT1",907069,"digestive_system","biliary_tract"
"HCC1187",749711,"breast","breast"
"HCC2157",749715,"breast","breast"
"Hs746T",1240151,"digestive_system","stomach"
"HCC1954",749709,"breast","breast"
"EPLC-272H",753556,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"A253",906794,"aero_dig_tract","head and neck"
"COLO-684",910691,"urogenital_system","endometrium"
"DMS-79",753551,"lung_SCLC","lung_small_cell_carcinoma"
"EW-7",949160,"bone","ewings_sarcoma"
"EHEB",906854,"lymphoma","lymphoid_neoplasm other"
"HCT-15",905937,"large_intestine","large_intestine"
"H3255",1247873,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HCC2218",749716,"breast","breast"
"HH",907056,"leukemia","T_cell_leukemia"
"HT-144",907067,"skin","melanoma"
"EC-GI-10",753555,"aero_dig_tract","oesophagus"
"ABC-1",906791,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"CAL-27",910916,"aero_dig_tract","head and neck"
"CGTH-W-1",910568,"thyroid","thyroid"
"DND-41",1297446,"leukemia","T_cell_leukemia"
"EW-24",949168,"bone","ewings_sarcoma"
"EMC-BAC-1",1503369,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"HCC70",907048,"breast","breast"
"H3118",1240140,"aero_dig_tract","head and neck"
"HCC1569",907046,"breast","breast"
"HARA",1240142,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"HT-115",907289,"large_intestine","large_intestine"
"EB2",906846,"lymphoma","Burkitt_lymphoma"
"ALL-PO",910944,"leukemia","lymphoblastic_leukemia"
"BICR22",1240121,"aero_dig_tract","head and neck"
"CTB-1",949088,"lymphoma","B_cell_lymphoma"
"DOHH-2",906842,"lymphoma","B_cell_lymphoma"
"ESO26",1503366,"aero_dig_tract","oesophagus"
"HCC1806",907047,"breast","breast"
"Hs683",1240150,"nervous_system","glioma"
"HCC1428",1290905,"breast","breast"
"HuH-7",907071,"digestive_system","liver"
"HT-3",907068,"urogenital_system","cervix"
"NCI-H1869",1240183,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"NCI-H2347",687820,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2170",687815,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"NCI-H510A",753605,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H810",925341,"lung_NSCLC","lung_NSCLC_large cell"
"NCI-SNU-1",908444,"digestive_system","stomach"
"NUGC-3",908455,"digestive_system","stomach"
"NB7",949174,"neuroblastoma","neuroblastoma"
"NMC-G1",908449,"nervous_system","glioma"
"OCI-M1",1330985,"leukemia","acute_myeloid_leukaemia"
"NCI-H1666",908473,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"SW1710",909749,"urogenital_system","Bladder"
"NCI-H1650",687800,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2405",687821,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2029",688011,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H322M",905967,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H740",1331055,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-SNU-16",908446,"digestive_system","stomach"
"NU-DUL-1",1330982,"lymphoma","B_cell_lymphoma"
"OVK-18",1480371,"urogenital_system","ovary"
"OCI-LY-19",1330984,"lymphoma","B_cell_lymphoma"
"NCI-H196",1240186,"lung_SCLC","lung_small_cell_carcinoma"
"SCH",909711,"digestive_system","stomach"
"NCI-H1838",687807,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2023",1240187,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H211",1240189,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H650",722066,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H841",1240192,"lung_SCLC","lung_small_cell_carcinoma"
"NALM-6",908158,"leukemia","B_cell_leukemia"
"NB14",949178,"neuroblastoma","neuroblastoma"
"no-11",908450,"nervous_system","glioma"
"OACM5-1",1503363,"aero_dig_tract","oesophagus"
"OCI-AML5",1330983,"leukemia","acute_myeloid_leukaemia"
"SNU-423",909737,"digestive_system","liver"
"NCI-H1703",908474,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2227",688018,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H209",688013,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H2291",724874,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H3122",1240190,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H747",908457,"large_intestine","large_intestine"
"NCI-SNU-5",908445,"digestive_system","stomach"
"NCC021",1509074,"kidney","kidney"
"NY",910849,"bone","osteosarcoma"
"OVCAR-4",905990,"urogenital_system","ovary"
"OACp4C",1503362,"aero_dig_tract","oesophagus"
"SN12C",905979,"kidney","kidney"
"SCC-25",910701,"aero_dig_tract","head and neck"
"NCI-H1693",687802,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H2444",1298356,"lung_NSCLC","lung_NSCLC_not specified"
"NCI-H520",908443,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"NCI-H526",688025,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H929",724825,"myeloma","myeloma"
"NAMALWA",908159,"lymphoma","Burkitt_lymphoma"
"NKM-1",908448,"leukemia","acute_myeloid_leukaemia"
"NB13",949177,"neuroblastoma","neuroblastoma"
"OVCAR-3",905933,"urogenital_system","ovary"
"NCI-H1694",688006,"lung_SCLC","lung_small_cell_carcinoma"
"SW1116",909746,"large_intestine","large_intestine"
"SNU-C2B",909740,"large_intestine","large_intestine"
"NCI-H2135",1298352,"lung_NSCLC","lung_NSCLC_not specified"
"NCI-H2085",687812,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H378",688022,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H64",688026,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H69",688027,"lung_SCLC","lung_small_cell_carcinoma"
"NB10",949171,"neuroblastoma","neuroblastoma"
"NOMO-1",908451,"leukemia","acute_myeloid_leukaemia"
"NB17",949175,"neuroblastoma","neuroblastoma"
"OCUM-1",1298358,"digestive_system","stomach"
"SW1463",909748,"large_intestine","large_intestine"
"SW13",909744,"kidney","adrenal_gland"
"SNU-398",1240217,"digestive_system","liver"
"NCI-H2342",687819,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H630",908482,"large_intestine","large_intestine"
"NCI-H596",908459,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H82",688031,"lung_SCLC","lung_small_cell_carcinoma"
"NB12",949172,"neuroblastoma","neuroblastoma"
"NH-12",908447,"neuroblastoma","neuroblastoma"
"NB5",949176,"neuroblastoma","neuroblastoma"
"SCC-3",910930,"lymphoma","B_cell_lymphoma"
"SW48",909751,"large_intestine","large_intestine"
"SU-DHL-4",1331035,"lymphoma","B_cell_lymphoma"
"SF268",905986,"nervous_system","glioma"
"NCI-H23",905942,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H522",905944,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"NCI-H835",753607,"lung_NSCLC","lung_NSCLC_carcinoid"
"NCI-H647",1240191,"lung_NSCLC","lung_NSCLC_not specified"
"NB69",908440,"neuroblastoma","neuroblastoma"
"no-10",908452,"nervous_system","glioma"
"NTERA-2 cl.D1",908454,"urogenital_system","testis"
"SCC-4",910904,"aero_dig_tract","head and neck"
"NCI-H1975",924244,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"SW982",909759,"soft_tissue","soft_tissue_other"
"SF126",909712,"nervous_system","glioma"
"CMK",910566,"leukemia","acute_myeloid_leukaemia"
"NB(TU)1-10",1240181,"neuroblastoma","neuroblastoma"
"NCI-H2141",688014,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H250",924241,"lung_SCLC","lung_small_cell_carcinoma"
"CCF-STTG1",906823,"nervous_system","glioma"
"COR-L321",1322213,"lung","Lung_other"
"SK-MEL-2",905955,"skin","melanoma"
"Hs-578-T",905957,"breast","breast"
"VMRC-LCD",713869,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"OVCA420",1480364,"urogenital_system","ovary"
"BL-41",910706,"lymphoma","Burkitt_lymphoma"
"UWB1.289",1480374,"urogenital_system","ovary"
"COR-L32",1322212,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H1341",1330964,"lung_SCLC","lung_small_cell_carcinoma"
"Farage",1297449,"lymphoma","B_cell_lymphoma"
"NCI-H660",1330975,"urogenital_system","prostate"
"KARPAS-299",907273,"lymphoma","anaplastic_large_cell_lymphoma"
"NCI-H2172",1298353,"lung_NSCLC","lung_NSCLC_not specified"
"LK-2",687787,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"SK-GT-2",1503364,"digestive_system","stomach"
"SW756",724839,"urogenital_system","cervix"
"NUGC-4",1298357,"digestive_system","stomach"
"HCC-366",1240144,"lung_NSCLC","lung_NSCLC_not specified"
"ROS-50",1331025,"leukemia","B_cell_leukemia"
"CHSA0011",1290767,"bone","chondrosarcoma"
"KYAE-1",1503368,"aero_dig_tract","oesophagus"
"MOLP-8",1330950,"myeloma","myeloma"
"NCI-H847",1240193,"lung_SCLC","lung_small_cell_carcinoma"
"COLO-783",1240125,"skin","melanoma"
"LP-1",907791,"myeloma","myeloma"
"NCI-H524",908483,"lung_SCLC","lung_small_cell_carcinoma"
"NEC8",910942,"urogenital_system","testis"
"CHSA8926",1303912,"bone","chondrosarcoma"
"RPMI-8402",909702,"leukemia","lymphoblastic_T_cell_leukaemia"
"NCI-H2110",1298351,"lung_NSCLC","lung_NSCLC_not specified"
"LB2518-MEL",753579,"skin","melanoma"
"TYK-nu",909774,"urogenital_system","ovary"
"SUP-HD1",1331039,"lymphoma","Hodgkin_lymphoma"
"SK-CO-1",909718,"large_intestine","large_intestine"
"EJM",1297447,"myeloma","lymphoid_neoplasm other"
"CL-40",1240124,"large_intestine","large_intestine"
"JHOS-4",1480359,"urogenital_system","ovary"
"Caov-4",949090,"urogenital_system","ovary"
"NCI-H1836",1240182,"lung_SCLC","lung_small_cell_carcinoma"
"huH-1",1298146,"digestive_system","liver"
"HCC1143",749710,"breast","breast"
"MOG-G-CCM",908144,"nervous_system","glioma"
"OV-17R",1480361,"urogenital_system","ovary"
"BICR10",1290724,"aero_dig_tract","head and neck"
"NCI-H1435",1298347,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"COR-L311",687980,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H1417",688001,"lung_SCLC","lung_small_cell_carcinoma"
"COR-L279",910937,"lung_SCLC","lung_small_cell_carcinoma"
"MLMA",908142,"leukemia","hairy_cell_leukaemia"
"Hep 3B2_1-7",1240147,"digestive_system","liver"
"LB373-MEL-D",753581,"skin","melanoma"
"MDA-MB-468",908123,"breast","breast"
"SU-DHL-6",1331037,"lymphoma","B_cell_lymphoma"
"RERF-LC-KJ",1298537,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"COR-L95",1297439,"lung_SCLC","lung_small_cell_carcinoma"
"MHH-CALL-2",908132,"leukemia","B_cell_leukemia"
"COR-L303",1297438,"lung_SCLC","lung_small_cell_carcinoma"
"MDA-MB-415",924240,"breast","breast"
"JHOS-3",1480358,"urogenital_system","ovary"
"NB-4",1323913,"leukemia","acute_myeloid_leukaemia"
"OV-7",1480360,"urogenital_system","ovary"
"BICR31",1290725,"aero_dig_tract","head and neck"
"MDA-MB-330",1330941,"breast","breast"
"MHH-CALL-4",908133,"leukemia","B_cell_leukemia"
"MC-CAR",683665,"myeloma","haematopoietic_neoplasm other"
"TGW",910780,"neuroblastoma","neuroblastoma"
"NCI-H1436",908469,"lung_SCLC","lung_small_cell_carcinoma"
"CADO-ES1",753539,"bone","ewings_sarcoma"
"JHOS-2",1479995,"urogenital_system","ovary"
"YT",946358,"lymphoma","lymphoid_neoplasm other"
"SK-GT-4",1503365,"aero_dig_tract","oesophagus"
"UACC-812",910910,"breast","breast"
"SNU-61",1660035,"large_intestine","large_intestine"
"SIG-M5",909715,"leukemia","acute_myeloid_leukaemia"
"ALL-SIL",1295740,"leukemia","T_cell_leukemia"
"KMS-12-BM",907281,"myeloma","myeloma"
"FTC-133",906864,"thyroid","thyroid"
"RCC10RGB",909974,"kidney","kidney"
"MKN45",925340,"digestive_system","stomach"
"TE-441-T",924248,"soft_tissue","rhabdomyosarcoma"
"SNU-175",1659928,"large_intestine","large_intestine"
"SF295",905985,"nervous_system","glioma"
"AsPC-1",910702,"pancreas","pancreas"
"KYSE-180",907318,"aero_dig_tract","oesophagus"
"CS1",1290795,"bone","bone_other"
"Raji",909262,"lymphoma","Burkitt_lymphoma"
"NCI-N87",908461,"digestive_system","stomach"
"MIA-PaCa-2",724870,"pancreas","pancreas"
"TC-YIK",946357,"urogenital_system","cervix"
"SNU-283",1659929,"large_intestine","large_intestine"
"A3-KAW",910935,"lymphoma","B_cell_lymphoma"
"BONNA-12",906695,"leukemia","hairy_cell_leukaemia"
"KMOE-2",907280,"leukemia","acute_myeloid_leukaemia"
"PWR-1E",1330993,"urogenital_system","prostate"
"NCI-H748",909194,"lung_SCLC","lung_small_cell_carcinoma"
"MHH-NB-11",908135,"neuroblastoma","neuroblastoma"
"SUP-M2",1331040,"lymphoma","anaplastic_large_cell_lymphoma"
"SNU-1040",1659823,"large_intestine","large_intestine"
"BxPC-3",906693,"pancreas","pancreas"
"HuO-3N1",909977,"bone","osteosarcoma"
"Calu-3",687777,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"PCI-4B",1298531,"aero_dig_tract","head and neck"
"NCI-H2196",908481,"lung_SCLC","lung_small_cell_carcinoma"
"A704",910920,"kidney","kidney"
"SNU-C5",1674021,"large_intestine","large_intestine"
"SK-N-DZ",688086,"neuroblastoma","neuroblastoma"
"RCC-FG2",1524414,"kidney","kidney"
"KASUMI-1",907275,"leukemia","acute_myeloid_leukaemia"
"CHP-126",910567,"neuroblastoma","neuroblastoma"
"PC-3",905934,"urogenital_system","prostate"
"NCI-H2066",1330973,"lung_SCLC","lung_small_cell_carcinoma"
"SW156",1240220,"kidney","kidney"
"SU-DHL-5",1331036,"lymphoma","B_cell_lymphoma"
"SK-N-AS",724828,"neuroblastoma","neuroblastoma"
"8-MG-BA",687562,"nervous_system","glioma"
"Hs940-T",1298145,"skin","melanoma"
"CAL-12T",753540,"lung_NSCLC","lung_NSCLC_not specified"
"PANC-02-03",1298475,"pancreas","pancreas"
"NCI-H1105",908468,"lung_SCLC","lung_small_cell_carcinoma"
"LoVo",907790,"large_intestine","large_intestine"
"SNU-81",1660036,"large_intestine","large_intestine"
"SK-MEL-31",909727,"skin","melanoma"
"ME-1",1330942,"leukemia","acute_myeloid_leukaemia"
"HSC-39",1322224,"digestive_system","stomach"
"CAL-148",924106,"breast","breast"
"P31-FUJ",909253,"leukemia","acute_myeloid_leukaemia"
"NCCIT",908441,"urogenital_system","testis"
"SNU-407",1660034,"large_intestine","large_intestine"
"SIMA",753620,"neuroblastoma","neuroblastoma"
"AGS",906790,"digestive_system","stomach"
"EW-12",949162,"bone","ewings_sarcoma"
"RCC-ER",1524417,"kidney","kidney"
"MM1S",1659818,"myeloma","myeloma"
"KARPAS-45",907272,"leukemia","lymphoblastic_leukemia"
"PA-TU-8902",1298526,"pancreas","pancreas"
"ES6",949157,"bone","ewings_sarcoma"
"HO-1-u-1",753561,"aero_dig_tract","head and neck"
"SNU-C1",910905,"large_intestine","large_intestine"
"NB1",949179,"neuroblastoma","neuroblastoma"
"SCC90",1299052,"aero_dig_tract","head and neck"
"KG-1",907278,"leukemia","acute_myeloid_leukaemia"
"K-562",905940,"leukemia","chronic_myeloid_leukaemia"
"NCI-H292",753604,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"PANC-04-03",1298476,"pancreas","pancreas"
"LNCaP-Clone-FGC",907788,"urogenital_system","prostate"
"C-4-I",687506,"urogenital_system","cervix"
"ESS-1",907000,"urogenital_system","endometrium"
"TC-71",1240221,"bone","ewings_sarcoma"
"KP-2",1298218,"pancreas","pancreas"
"HCC1395",749712,"breast","breast"
"JHU-029",1298156,"aero_dig_tract","head and neck"
"HSC-2",753562,"aero_dig_tract","head and neck"
"STS-0421",1299061,"soft_tissue","soft_tissue_other"
"LB996-RCC",753585,"kidney","kidney"
"SNG-M",909735,"urogenital_system","endometrium"
"NB6",949173,"neuroblastoma","neuroblastoma"
"JVM-2",907269,"lymphoma","lymphoid_neoplasm other"
"TK",1331045,"lymphoma","B_cell_lymphoma"
"DBTRG-05MG",906835,"nervous_system","glioma"
"KP-N-YN",907314,"neuroblastoma","neuroblastoma"
"NCI-H1770",687804,"lung_NSCLC","lung_NSCLC_not specified"
"RCC-JF",1524415,"kidney","kidney"
"NCI-H446",688023,"lung_SCLC","lung_small_cell_carcinoma"
"TK10",905980,"kidney","kidney"
"L-428",907322,"lymphoma","Hodgkin_lymphoma"
"Daudi",906831,"lymphoma","Burkitt_lymphoma"
"CW-2",910554,"large_intestine","large_intestine"
"GDM-1",906870,"leukemia","acute_myeloid_leukaemia"
"KYSE-220",1240167,"aero_dig_tract","oesophagus"
"MDA-MB-436",1240172,"breast","breast"
"MOLM-16",1330948,"leukemia","acute_myeloid_leukaemia"
"OCI-AML3",1290455,"leukemia","acute_myeloid_leukaemia"
"HCC38",749717,"breast","breast"
"RL95-2",930082,"urogenital_system","endometrium"
"NCI-H2087",724834,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"D-423MG",946372,"nervous_system","glioma"
"8505C",924102,"thyroid","thyroid"
"JM1",1327768,"lymphoma","B_cell_lymphoma"
"CML-T1",910951,"leukemia","chronic_myeloid_leukaemia"
"M059J",949094,"nervous_system","glioma"
"CHSA0108",1290768,"bone","chondrosarcoma"
"CL-34",1290771,"large_intestine","large_intestine"
"CAL-62",906828,"thyroid","thyroid"
"SW626",909753,"urogenital_system","ovary"
"DMS-273",687985,"lung_SCLC","lung_small_cell_carcinoma"
"HCC1599",749713,"breast","breast"
"Hey",1479988,"urogenital_system","ovary"
"MSTO-211H",908152,"lung","mesothelioma"
"RCH-ACV",1330994,"leukemia","B_cell_leukemia"
"SU-DHL-16",1331034,"lymphoma","B_cell_lymphoma"
"GRANTA-519",1303897,"lymphoma","B_cell_lymphoma"
"K2",1298160,"skin","melanoma"
"TE-4",1503371,"aero_dig_tract","oesophagus"
"TGBC1TKB",909769,"digestive_system","biliary_tract"
"NOS-1",925345,"bone","osteosarcoma"
"SJSA-1",909717,"bone","bone_other"
"MN-60",908143,"leukemia","B_cell_leukemia"
"KM12",905989,"large_intestine","large_intestine"
"NCC010",1509073,"kidney","kidney"
"22RV1",924100,"urogenital_system","prostate"
"KARPAS-1106P",1327773,"lymphoma","B_cell_lymphoma"
"LB771-HNC",753583,"aero_dig_tract","head and neck"
"CP50-MEL-B",753545,"skin","melanoma"
"DOV13",1479987,"urogenital_system","ovary"
"NCI-H720",687600,"lung_NSCLC","lung_NSCLC_carcinoid"
"VMRC-RCZ",909781,"kidney","kidney"
"NCI-H345",688021,"lung_SCLC","lung_small_cell_carcinoma"
"LB1047-RCC",753577,"kidney","kidney"
"KU-19-19",907312,"urogenital_system","Bladder"
"OV-56",1480362,"urogenital_system","ovary"
"OVTOKO",1298365,"urogenital_system","ovary"
"FLO-1",1503361,"aero_dig_tract","oesophagus"
"KMS-11",1659817,"myeloma","myeloma"
"Hs-445",1322218,"lymphoma","Hodgkin_lymphoma"
"NCI-H1876",1330972,"lung_SCLC","lung_small_cell_carcinoma"
"U-2-OS",909776,"bone","osteosarcoma"
"NCI-H2122",722046,"lung_NSCLC","lung_NSCLC_adenocarcinoma"
"OCI-LY7",1659819,"lymphoma","B_cell_lymphoma"
"COLO-829",687448,"skin","melanoma"
"MFE-296",908130,"urogenital_system","endometrium"
"D-566MG",946377,"nervous_system","glioma"
"K5",924238,"thyroid","thyroid"
"LC-1-sq",1298223,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"NCI-H226",905941,"lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma"
"SU8686",1240218,"pancreas","pancreas"
"SW1271",1299062,"lung_SCLC","lung_small_cell_carcinoma"
"NCI-H716",908458,"large_intestine","large_intestine"
"LB831-BLC",753584,"urogenital_system","Bladder"
"HC-1",907044,"leukemia","hairy_cell_leukaemia"
"Jurkat",998184,"leukemia","T_cell_leukemia"
"MOG-G-UVW",908145,"nervous_system","glioma"
"JIMT-1",1298157,"breast","breast"
"PEO1",1480372,"urogenital_system","ovary"
"PL4",1298533,"pancreas","pancreas"
"TT",930299,"thyroid","thyroid"
